File Path,defect
./mainnet/58/5806AA266013D733db093F8A74dA733A081f989a_TheWildWest.sol,Yes
./mainnet/ea/ea7f09894b3d1184e0e4fe43da7820068f2f4821_BuybackDev.sol,Yes
./mainnet/ea/eaBCf4F6070367E2D0F508933565A875183525cc_AiTG.sol,Yes
./mainnet/7a/7a20cc442311299e2da715f1b16ff4777564197f_GATO.sol,Yes
./mainnet/7a/7a6157fcd6e54f8962651f0331c4ab6a967caf73_MAGACoinETH.sol,Yes
./mainnet/89/89a0b5ffb2b3f8f158a66e630d4d60c8cf8eb6a1_NENJA.sol,Yes
./mainnet/c5/c5d675a9e347119fb6125347be3eb185489e3fc9_Resurrection.sol,Yes
./mainnet/63/63e70cfaf7c2dc6a2bd6d5c0c461b6e4c9ca6212_Deionzed.sol,Yes
./mainnet/65/652fe7f7490f986701ff2c25174da9baf2ec20ad_YinYang.sol,Yes
./mainnet/ee/ee6713c1ee63b817950dbad425b795d2ee14e50d_FoMoRapid.sol,Yes
./mainnet/a2/a24761510ca07ef7c1c3495e3c12393a4a1e57e5_OROCHI.sol,Yes
./mainnet/9b/9bFc8C63957401f68b1576336170835aC34CC1D7_BigDonny.sol,Yes
./mainnet/49/49e703d828cb11331482ecd3d866942a50843bea_SDL.sol,Yes
./mainnet/49/49985E40ca7b0920513B12BbE2093028cbA29B6E_BoneInu.sol,Yes
./mainnet/00/0067890b0D9Db796156b0668EDA4776cE129155C_Erizon.sol,Yes
./mainnet/28/28e70c6bb0bbe8b6944435e184dbc53661149fa5_SmartAI.sol,Yes
./mainnet/b2/b226e0eda3c55aca2cff18939a60da16cdd59e91_cLUNA.sol,Yes
./mainnet/d9/d9722a3601009800f02f61ee82022d7faf2c1d8e_SpaceformDAO.sol,Yes
./mainnet/2f/2faafe768beac730e23f4dc5bd796d10b66094dd_freedom.sol,Yes
./mainnet/8a/8a07f331fd0843C5EF1Ce35cb0C6383BDE32E781_HOBBES2.sol,Yes
./mainnet/8a/8ac3de5b948197d07169c4bfd658f7cfd5f66a27_legem.sol,Yes
./mainnet/a3/a38350bdc7e9bb4bd9ccf55e1a60ad4cdb114290_NumberOne.sol,Yes
./mainnet/bb/BBb0C19298f8B9BF45896f67039511Fb30957953_AANG.sol,Yes
./mainnet/0a/0ad8a4364024b6449cdd5148d8e95403e7db6d6d_CityAgency.sol,Yes
./mainnet/8a/8af38d3530bbd802ff2d132ae361897aca004ec1_PulseApeCoin.sol,Yes
./mainnet/61/610e024da629f29ac64eba23c84a0b61fa7c812e_Jeez.sol,Yes
./mainnet/36/366514b32f656f361fbac4000eafbcd73617cf82_Nutty.sol,Yes
./mainnet/36/3681bbb19e5254732e00466d11853c9057a27513_SpendETH.sol,Yes
./mainnet/15/15baf073dbcd516c69c81a791f40bde94ded2e9e_SAASProtocol.sol,Yes
./mainnet/78/78ab1b665acb9b42194cdb462ff6fa8b0b7cf054_REVOLVE.sol,Yes
./mainnet/83/8369d79362771dab8ee1dd1460d06ebef7a31a2d_GRIM.sol,Yes
./mainnet/a9/a9887ca8db0aaee060acf1dac0f62c14274fa11e_Zethroll.sol,Yes
./mainnet/2e/2EcEE9a7A8c02b9dCc5034AdE918e21D8B86AcDC_SettingsFacet.sol,Yes
./mainnet/2e/2e43e2cbf550a8f722f0df52f31521adc8994a6c_HEXVIBES.sol,Yes
./mainnet/47/476ac8D579590375d1B2783Eb096d2d393C781d4_MiniMeToken.sol,Yes
