File Path,defect,
./mainnet/35/358f0c24c0e887fd452defde41673a08aee2821a_hohum.sol,Yes,
./mainnet/35/35ed65f4d94cd416cb81612352429fbb8588b01d_UEAOIL.sol,Yes,
./mainnet/35/35cc353a79930b1daea1a07a591c9a94b14a23da_SevenSevenSeven.sol,Yes,
./mainnet/35/35c45c6bcae41a7fc4be087b5b9c498356818274_AIStorm.sol,Yes,
./mainnet/35/35ad6e4bd482dc16e6622afe90be47c95a7a29c3_FantasyMetaverseGame.sol,Yes,
./mainnet/35/356759fE6684601B4FFAafa99eB4C6E50CF70A88_OxPark.sol,Yes,
./mainnet/35/358f5897b62a48304fC697bE0E79552640b018a7_JPMToken.sol,Yes,
./mainnet/35/35BeeE5c44bC8f8c77B5650932Bd8ed708B5f0D2_TheRainbowRabbit.sol,Yes,
./mainnet/35/352b5ead739d4c1cb65a08f6428386acd9098f08_DemonSlayer.sol,Yes,
./mainnet/35/352b78dE8010A6b4b25c4DdFD0Cef83a5b191f15_GHOSTS.sol,Yes,
./mainnet/35/35470377E8dC5c19d44ddb7fb6ee7ccFC8E1d11B_Pepeween.sol,Yes,
./mainnet/35/35c3fb6601fB3DB392bc0C433A4793c190401595_BZKP.sol,Yes,
./mainnet/35/3523610c97f52154eb0672389d83207e359ddb5a_Token.sol,Yes,
./mainnet/35/352dbba201af66f98a47f2b280bff45f9050dbf8_Hack.sol,Yes,
./mainnet/35/3553f720259500f2eb40041413e2bd100bfac823_Valhalla.sol,Yes,
./mainnet/35/35f3591fa52cd7631cb084a26b4b3e56b400ebf2_GreenShibInu.sol,Yes,
./mainnet/35/353c109eeca9099f6f74c28c1448af151d8d44aa_Toxiferate.sol,Yes,
./mainnet/35/352973c9632606a1addbd9c283d12e736ef8b71e_burntcaw.sol,Yes,
./mainnet/35/352bc661c40c3924025beb56bdc126a16190dc1d_TWITBONER.sol,Yes,
./mainnet/35/35e2909d936da5b11ac2ae3f8d1a1b9c285f7b6d_PEPEREUM.sol,Yes,
./mainnet/35/35cb104925f1a34c6dfc9137a430320dd511860a_ElonSink.sol,Yes,
./mainnet/35/354b1ce465681c95ca4f95464c1f50b2e02daf87_Mettani.sol,Yes,
./mainnet/35/351722f7b74b90376cf362df1f76610dfbc8e036_Sleepz.sol,Yes,
./mainnet/35/35f157056ca948ed9de113703d280a629eb984cb_Address.sol,Yes,
./mainnet/35/3553494d9445ec07237099fb2a1adb4cb8db4015_Python.sol,Yes,
./mainnet/35/35b749aAbc741915E203Df213A8C854A39fcEC7b_CoinToken.sol,Yes,
./mainnet/35/354e19908d6e7b7c8709a4d7e493c50f97f5b553_AztecTreasure.sol,Yes,
./mainnet/35/351c57311847a24a9fc685240bb2786bbb023c08_WorldCupThemeSong.sol,Yes,
./mainnet/35/35Cd5a5fbB81Ce19395CAb2cDce3B3f1101bAc6c_BurnFly.sol,Yes,
./mainnet/35/358dedFb034992E75145004640B0A90C9d3a94Ca_joinduckparty.sol,Yes,
./mainnet/35/3596397B52Ce79B520EFE6633A6534280aE7BB14_nioctiB.sol,Yes,
./mainnet/35/3578d61385721245b17fe74ce34c46014020f2ed_MOONCAT.sol,Yes,
./mainnet/35/357f4b18bc46264500575b0a6f9deee985ec795e_SuperKawaii.sol,Yes,
./mainnet/35/351bB72Bde38B275ce204D991b2083177Bb82EF6_OPRIME.sol,Yes,
./mainnet/35/357f69d1e20419083147b00f7609bbbababdf391_BabyTrump.sol,Yes,
./mainnet/35/35Af6DB6412f369fDC62355757bC753c676d4769_EXOS.sol,Yes,
./mainnet/35/3533ebce17b91bb66044841de1f3a5308d5fb8bb_Shinjitama.sol,Yes,
./mainnet/35/352D043661b6b088A87e8337B3a659175FFCe13f_ParaSwap.sol,Yes,
./mainnet/35/354a2094da32a4d5a98b55fbc2ce3237789d1386_MemeTennis.sol,Yes,
./mainnet/35/354A80D57Be866f0DA5B6C573dc3f82d832B1629_QOMTAMA.sol,Yes,
./mainnet/35/3533a53bf6490596d97f9b39d94dbdfcf1ab3dcb_GoldSonic.sol,Yes,
./mainnet/35/354a3800980f75747c2fdb5447e75c6c5a26495b_IVYBOYS.sol,Yes,
./mainnet/35/35583ae2b7eb02c2c2e9c465f13b495ae5f654a4_Nekobonk.sol,Yes,
./mainnet/35/353b27d79B1c9D9BBAff37561437093Aa4858fFB_TechGPT.sol,Yes,
./mainnet/35/356630d577B7a413098F82A2169Dc391EFecdAcf_WenBinanceSer.sol,Yes,
./mainnet/35/350bfeee1bbce03c9e9ba8c3058415a8dc17cafb_RevuWarriors.sol,Yes,
./mainnet/35/3593e6aabba4814882fa528b455f9342f25100b7_UDONToken.sol,Yes,
./mainnet/35/3581E9749755D442e1C475e6fe75150ed1cf6ea6_Coinbased.sol,Yes,
./mainnet/35/357550D3d492Eb6ced0A2E28fDC9B39e0B7301BA_AGENI.sol,Yes,
./mainnet/35/35515e4f5d8ca39324d3ea526dad6c61ba4af616_Takmor.sol,Yes,
./mainnet/35/354d146a255Daa7E570D2cbF4bcb85f9a9471aF0_joinshikibu.sol,Yes,
./mainnet/35/35aEb62AAace1b70558CE8de9f8C048dcEf87C5D_XLR8.sol,Yes,
./mainnet/35/35D38E9c82ee6667e83Dc1c96eeF2F811d58fE57_BadMorning.sol,Yes,
./mainnet/35/3570605d614a0fb0a45d709c67c7dac4125a98b7_LEGOINU.sol,Yes,
./mainnet/35/350408E90037b76c9C9B81AdE395dA6205308DE8_tehPawtocol.sol,Yes,
